id,province_id,district_id,sub_district_id,INQUIRE_NO,INQUIRE_ID,HH_CATS,latitude,longitude,FCS,CSI,HFIAS,HH_SIZE,HOH_EDU,HOH_AGE,HOH_GENDER,DEPEND_RATIO,GROUPS_MEMBER,WELFARE_TOTAL,WORKFORCE_TOTAL,EXPENSE_MONTHLY,DEBT_TOTAL,INCOME_MONTHLY,ASSETS_LAND,ASSETS_TOTAL,WATER_CROP,CHEM_TOTAL,DISASTER_OCC,FOODSRC_NATURAL,WATER_CONSUME,SANITATION_TYPE,COVID_AFFECTS,FOODSRC_BUY,FOODSAF_RATIO,SELF_COOK_DAYS,COOK_DONE_DAY,FOOD_STOCKS,FOODSRC_DIST,fcs_score,hfias_score,hfias_d1,hfias_d2,hfias_d3
3446,24,2410,241002,24-336,336,0,13.458142,101.548051,2,3,3,2,3,49,1,0,2,1,2,6500,20000,12500,1,5,1,1,1,0,1,2,2,2,0.5417,1,7,1,3.00,74,6,1,1,1
3447,24,2410,241001,24-295,295,0,13.503923,101.675767,2,3,3,5,3,61,2,1,3,2,0,13300,0,19167,1,7,1,1,1,1,1,2,2,2,0.5000,2,7,1,3.00,58,1,0,0,1
3448,71,7107,710706,71-234,234,0,14.670781,098.595707,2,2,1,3,6,52,1,0,7,2,3,14270,600000,35000,1,0,0,0,1,0,2,2,0,1,0.7083,5,7,1,3.00,76,0,0,0,0
3449,24,2406,240602,24-107,107,0,13.793398,101.333957,2,3,3,4,4,53,1,0,2,2,4,18500,30000,13333,1,4,1,0,1,0,1,2,0,1,0.5417,2,7,1,11.00,60,3,1,1,1
3450,24,2410,241002,24-337,337,0,13.453571,101.541705,2,3,3,3,4,42,2,0,3,2,3,7800,30000,12500,1,5,1,1,1,1,1,2,3,2,0.5000,2,7,2,3.00,58,3,1,1,1
3451,24,2410,241001,24-296,296,0,13.504741,101.676331,2,3,3,3,5,33,2,0,2,2,3,6700,30000,13333,1,6,1,1,1,0,1,2,0,2,0.7500,2,7,1,3.00,91,3,1,1,1
3452,90,9011,901101,90-036,36,0,06.989071,100.481388,2,8,1,3,5,41,2,0,0,2,3,25300,150000,4500,1,4,0,0,1,2,1,3,4,1,0.8333,0,5,3,3.00,70,1,1,0,0
3453,24,2410,241002,24-338,338,0,13.453501,101.540569,2,3,3,6,3,52,2,0,1,3,6,22300,30000,9167,1,6,1,1,1,0,1,2,0,2,0.6250,3,7,2,5.00,84,2,1,0,1
3454,24,2406,240602,24-108,108,0,13.826534,101.415405,2,2,3,3,3,48,1,0,0,2,3,6400,0,15000,1,3,0,0,1,1,1,2,1,1,0.5000,0,7,1,6.00,60,7,1,1,1
3455,71,7101,710103,71-074,74,0,14.009942,099.571842,2,0,1,4,3,38,2,0,0,0,4,111000,400000,233333,1,4,0,0,1,0,1,3,1,1,0.7500,0,7,2,1.00,94,0,0,0,0
3456,24,2410,241001,24-297,297,0,13.504683,101.677505,2,3,3,4,3,59,1,0,2,2,4,22700,600000,8333,1,6,1,1,2,0,1,2,0,2,0.6250,1,7,1,2.00,81,4,1,1,1
3457,24,2406,240602,24-109,109,0,13.826684,101.415647,2,2,3,3,3,49,1,0,0,1,3,4200,0,74167,1,3,0,0,1,0,2,2,2,1,0.5417,0,7,1,7.00,60,6,1,1,1
3458,24,2410,241002,24-339,339,0,13.451699,101.537276,2,3,3,3,3,56,1,0,3,2,3,8700,0,20000,1,5,1,1,1,1,1,2,0,2,0.7500,1,6,1,5.00,92,5,1,1,1
3459,24,2410,241001,24-298,298,0,13.505941,101.677094,2,3,3,3,3,48,1,0,2,2,3,6300,0,10833,1,6,1,0,1,0,1,2,1,2,0.5833,1,7,1,3.00,60,1,0,0,1
3460,71,7101,710103,71-073,73,0,14.009413,099.572723,2,0,1,3,6,36,1,0,0,2,3,5550,0,25000,1,4,0,0,1,0,1,2,1,1,0.3750,1,7,1,3.00,76,0,0,0,0
3461,24,2410,241002,24-340,340,0,13.450951,101.526342,2,4,2,3,3,50,1,0,3,2,3,8000,20000,14167,1,6,1,1,1,0,1,2,1,2,0.4583,0,7,1,5.00,76,3,1,1,0
3462,47,4712,471201,47-389,389,0,17.485309,103.488631,2,2,1,2,7,65,1,1,1,6,0,58600,0,15000,1,7,0,0,4,0,1,3,2,1,0.1667,7,7,1,1.00,74,0,0,0,0
3463,24,2406,240602,24-111,111,0,13.826046,101.415074,2,3,3,2,6,39,1,0,0,1,2,17300,0,13333,1,4,0,0,1,0,1,2,0,1,0.5833,0,7,1,6.00,78,5,1,1,1
3464,24,2410,241001,24-299,299,0,13.507141,101.676980,2,3,1,5,3,62,1,1,2,2,0,20300,450000,23333,1,6,1,1,1,0,1,2,1,2,0.6250,1,7,1,2.00,88,0,0,0,0
3465,71,7101,710103,71-072,72,0,14.009413,099.572723,2,0,1,2,7,28,2,0,0,0,2,6500,0,50000,1,0,0,0,1,0,1,2,0,1,0.5833,0,7,1,1.00,66,0,0,0,0
3466,24,2410,241002,24-341,341,0,13.495253,101.535872,2,3,3,2,4,45,1,0,1,2,2,41000,700000,15833,1,5,1,0,1,0,1,2,3,1,0.5833,0,7,2,20.00,80,2,1,0,1
3467,47,4712,471201,47-390,390,0,17.485309,103.465812,2,7,1,2,5,41,1,0,1,2,2,22300,200000,10833,1,0,1,0,1,0,1,3,5,2,0.0417,7,7,1,1.00,56,0,0,0,0
3468,24,2410,241001,24-300,300,0,13.506697,101.678179,2,4,3,3,3,63,1,1,2,2,0,5200,20000,10000,1,6,1,0,1,1,1,2,0,2,0.6667,2,7,1,1.00,94,5,1,1,1
3469,24,2406,240602,24-110,110,0,13.826519,101.414436,2,3,2,4,4,62,1,1,0,0,0,16500,0,25000,1,5,0,0,1,0,1,2,0,1,0.4583,0,7,1,5.00,77,2,1,1,0
3470,24,2410,241002,24-342,342,0,13.493495,101.536003,2,3,3,3,3,55,1,0,3,2,3,10800,20000,16667,1,5,1,1,1,0,1,2,2,2,0.5833,3,7,1,5.00,60,3,1,1,1
3471,24,2410,241001,24-301,301,0,13.501007,101.664193,2,3,3,2,3,53,2,0,2,2,2,5500,20000,12500,1,6,1,1,1,1,1,2,0,6,0.6250,1,7,1,0.05,64,5,1,1,1
3472,71,7101,710103,71-071,71,0,14.009957,099.572603,2,0,1,4,5,31,1,0,0,0,4,10800,0,32000,1,0,0,0,1,0,1,2,2,1,0.7500,0,7,1,1.50,79,0,0,0,0
3473,47,4712,471201,47-391,391,0,17.438625,103.452463,2,3,1,1,3,50,2,0,3,5,1,16185,0,3333,1,6,0,2,1,0,1,3,0,2,0.7083,0,7,1,0.10,106,0,0,0,0
3474,24,2410,241001,24-302,302,0,13.501837,101.664788,2,3,3,3,4,53,1,0,1,2,3,17300,330000,11667,1,5,1,1,1,0,1,2,2,2,0.5833,1,7,2,1.00,80,3,1,1,1
3475,24,2410,241002,24-343,343,0,13.496777,101.539087,2,4,3,2,5,30,2,0,1,2,2,6000,0,12500,1,5,1,1,1,1,1,2,1,1,0.5417,3,7,1,15.00,60,3,1,0,1
3476,71,7101,710103,71-070,70,0,14.009893,099.572258,2,0,1,4,3,51,2,0,2,5,4,21000,0,21033,1,5,0,0,1,0,0,2,0,1,0.4583,7,7,1,2.00,84,0,0,0,0
3477,47,4712,471201,47-392,392,0,17.438131,103.450822,2,0,1,3,4,38,1,0,0,4,3,22300,0,8333,1,7,1,2,1,0,1,3,2,2,0.3333,4,7,1,0.10,88,0,0,0,0
3478,24,2410,241002,24-344,344,0,13.496381,101.540906,2,3,3,4,5,39,2,0,2,3,4,20200,20000,16667,1,5,1,1,1,1,1,2,1,1,0.5417,2,7,3,21.00,60,3,1,1,1
3479,24,2410,241001,24-303,303,0,13.502264,101.664968,2,3,3,2,3,56,2,0,1,1,2,6100,0,8333,1,6,1,0,1,0,1,2,0,2,0.5417,0,7,1,2.00,58,3,0,1,1
3480,24,2410,241002,24-345,345,0,13.495876,101.540628,2,3,3,4,3,61,1,1,2,2,0,10300,0,23333,1,6,1,1,1,0,1,2,0,1,0.5833,2,7,1,16.00,84,4,1,1,1
3481,47,4712,471201,47-393,393,0,17.484656,103.471819,2,0,1,2,4,48,2,0,2,0,2,15800,0,27500,1,3,1,2,2,0,1,3,1,6,0.1250,0,7,1,0.00,54,0,0,0,0
3482,52,5205,520505,52-219,219,0,18.811772,099.957005,2,24,4,1,3,59,2,0,2,1,1,14500,100000,7500,1,3,1,1,1,0,1,3,2,1,0.7917,0,7,1,7.00,104,10,1,1,1
3483,24,2410,241002,24-346,346,0,13.494653,101.543046,2,3,3,3,5,30,1,0,2,2,3,8000,30000,14167,1,5,1,1,1,1,1,2,2,2,0.5417,2,7,1,4.00,60,2,1,0,1
3484,47,4712,471201,47-394,394,0,17.480853,103.471259,2,0,1,2,4,64,2,1,3,4,0,12800,0,6667,1,8,1,0,1,0,1,3,0,1,0.1667,7,7,1,2.00,93,0,0,0,0
3485,24,2410,241001,24-304,304,0,13.502325,101.666107,2,2,3,4,6,28,2,0,2,2,4,11800,30000,16667,1,4,1,1,1,1,1,2,0,6,0.6667,0,7,1,0.05,78,3,1,1,1
3486,90,9011,901101,90-037,37,0,06.989111,100.481635,2,0,1,3,6,37,2,0,1,1,3,28700,1000000,10750,1,4,0,0,1,1,1,3,2,1,0.8750,0,5,3,3.00,78,0,0,0,0
3487,24,2410,241002,24-347,347,0,13.464747,101.592336,2,3,2,2,5,38,1,0,1,2,2,7700,0,8333,1,5,1,1,1,1,1,2,0,2,0.5000,1,7,1,5.00,60,2,1,1,0
3488,47,4712,471201,47-395,395,0,17.483682,103.473241,2,0,1,2,5,60,1,1,6,5,0,14500,700000,5000,1,5,0,0,1,0,1,2,0,2,0.0833,7,5,1,0.00,80,0,0,0,0
3489,47,4712,471201,47-396,396,0,17.480811,103.472264,2,0,1,2,3,45,2,0,1,3,2,10900,60000,10667,1,4,1,0,1,0,2,2,2,2,0.0833,4,7,1,0.20,84,0,0,0,0
3490,24,2410,241001,24-305,305,0,13.499484,101.668368,2,3,3,4,4,42,1,0,1,3,4,8000,0,15833,1,6,1,1,1,0,1,2,2,2,0.6667,1,7,2,2.00,80,3,1,1,1
3491,24,2410,241002,24-348,348,0,13.466122,101.593187,2,5,3,2,3,50,1,0,3,2,2,7200,20000,12500,1,5,1,0,1,0,1,2,2,2,0.4583,2,7,1,7.00,60,3,1,0,1
3492,32,3201,320101,32-078,78,0,14.88563,103.47894,2,0,1,2,3,63,1,1,2,2,0,24000,1200000,33333,1,5,1,1,1,0,1,2,2,1,0.7500,2,7,2,2.00,71,0,0,0,0
3493,52,5205,520505,52-221,221,0,18.838526,099.950460,2,22,1,5,5,57,1,0,4,3,5,7200,50000,6667,1,6,1,2,3,2,2,2,0,2,0.0417,7,7,1,1.00,91,0,0,0,0
3494,47,4712,471201,47-397,397,0,17.435680,103.438309,2,0,1,3,4,39,2,0,6,5,3,22000,630000,12500,1,6,1,2,1,1,1,3,4,2,0.0417,3,7,1,1.00,84,0,0,0,0
3495,24,2410,241001,24-306,306,0,13.503466,101.656492,2,3,3,5,3,52,1,0,3,2,5,21000,620000,15000,1,5,1,1,1,1,1,2,1,6,0.5417,2,7,1,0.05,79,5,1,1,1
3496,24,2410,241002,24-349,349,0,13.456838,101.595307,2,3,3,3,3,52,1,0,0,1,3,14200,0,15833,1,5,1,0,1,1,1,2,0,1,0.5417,2,7,1,10.00,84,2,1,0,1
3497,71,7101,710103,71-065,65,0,14.008237,099.571331,2,0,1,4,3,40,1,0,0,0,4,130200,100000,60000,1,0,0,0,1,0,1,2,0,1,0.5833,0,7,1,2.00,64,0,0,0,0
3498,24,2410,241002,24-350,350,0,13.469148,101.596825,2,2,3,3,3,63,1,1,1,2,0,8100,30000,5833,1,6,1,1,1,0,1,2,0,2,0.6250,1,7,1,3.00,59,5,1,1,1
3499,47,4712,471201,47-398,398,0,17.480178,103.471759,2,0,3,2,3,68,2,1,5,5,0,7702,56000,12500,1,4,0,2,1,0,2,2,3,2,0.0833,7,7,1,0.20,80,6,1,1,1
3500,52,5205,520504,52-231,231,0,18.890085,099.931498,2,26,3,6,3,50,2,0,1,2,6,10300,0,19000,1,5,1,0,1,0,1,3,0,2,0.7917,4,7,1,0.20,112,11,1,1,1
3501,71,7101,710103,71-066,66,0,14.008083,099.572033,2,0,1,2,4,35,2,0,0,1,2,21350,0,22000,1,3,0,0,1,0,1,2,0,1,0.5833,0,7,1,2.00,100,0,0,0,0
3502,24,2410,241001,24-307,307,0,13.503653,101.657211,2,3,3,3,3,49,1,0,3,3,3,11000,30000,11667,1,5,1,1,1,1,1,2,2,2,0.5417,2,7,2,3.00,60,7,1,1,1
3503,24,2410,241002,24-351,351,0,13.467281,101.596822,2,1,3,2,6,33,2,0,0,0,2,23000,700000,24000,1,5,0,0,1,0,0,2,0,2,0.6250,0,7,1,5.00,61,2,1,0,1
3504,52,5205,520505,52-222,222,0,18.811772,099.957009,2,3,1,7,7,69,1,1,1,2,0,4000,0,62939,1,6,1,4,1,2,1,3,0,3,0.8750,3,7,2,5.00,105,0,0,0,0
3505,47,4712,471201,47-399,399,0,17.484342,103.484930,2,0,1,6,5,40,1,0,3,4,6,29500,200000,30000,1,8,1,2,1,1,2,2,2,1,0.1667,7,7,1,3.00,89,0,0,0,0
3506,24,2410,241001,24-308,308,0,13.503665,101.658295,2,3,3,2,3,50,2,0,3,2,2,7300,30000,10833,1,5,1,1,2,1,1,2,2,6,0.5417,2,7,1,0.05,60,5,1,1,1
3507,71,7101,710103,71-067,67,0,14.009677,099.571641,2,0,1,3,4,41,1,0,0,0,3,118200,200000,55000,1,0,0,0,1,0,1,2,0,1,0.6250,0,7,1,1.00,56,0,0,0,0
3508,24,2410,241002,24-352,352,0,13.466277,101.596821,2,2,3,3,5,40,2,0,2,2,3,8200,0,11667,1,5,1,1,1,1,1,2,2,2,0.5417,2,7,1,7.00,84,5,1,1,1
3509,24,2406,240602,24-112,112,0,13.829310,101.416607,2,3,2,3,3,65,1,1,0,2,0,13500,0,16667,1,4,0,0,1,0,1,2,2,1,0.3750,0,7,3,6.00,56,2,1,1,0
3510,47,4712,471201,47-400,400,0,17.485502,103.477822,2,0,1,5,4,53,1,0,4,4,5,144040,75000,20833,1,6,1,1,1,0,2,2,3,1,0.0417,0,7,1,1.00,96,0,0,0,0
3511,24,2410,241001,24-309,309,0,13.504116,101.659306,2,2,3,3,4,25,2,0,1,2,3,7800,20000,12500,1,4,1,1,1,0,1,2,0,2,0.5000,1,7,1,3.00,60,5,1,1,1
3512,71,7101,710103,71-068,68,0,14.010003,099.571872,2,0,1,1,5,28,2,0,0,1,1,11610,10000,15000,1,0,0,0,1,0,1,2,1,3,0.2917,0,7,0,1.00,59,0,0,0,0
3513,24,2410,241002,24-353,353,0,13.396699,101.654778,2,3,3,2,3,52,1,0,3,2,2,5000,30000,14167,1,4,1,1,1,1,1,2,1,2,0.5000,2,7,1,3.00,64,6,1,1,1
3514,24,2406,240602,24-113,113,0,13.727054,101.417041,2,2,3,2,4,52,1,0,0,1,2,9300,0,15000,1,3,0,0,1,0,1,2,1,1,0.6667,0,7,1,6.00,90,5,1,1,1
3515,71,7101,710103,71-075,75,0,14.009704,099.572505,2,0,1,2,5,32,2,0,0,0,2,14530,0,14000,1,0,0,0,1,0,1,2,0,1,0.4167,0,7,1,2.50,90,0,0,0,0
3516,24,2410,241001,24-310,310,0,13.502325,101.659576,2,2,3,4,4,36,1,0,0,2,4,32000,600000,20000,1,5,1,0,1,0,1,2,3,6,0.5833,3,6,3,0.05,80,3,1,0,1
3517,24,2406,240602,24-114,114,0,13.802486,101.405246,2,4,3,4,3,59,1,0,0,2,4,6700,0,15833,1,3,0,0,1,0,1,2,0,1,0.5833,0,7,1,6.00,82,7,1,1,1
3518,24,2406,240602,24-115,115,0,13.801955,101.405323,2,2,3,4,3,68,1,1,1,0,0,6800,0,9167,1,3,1,0,1,0,1,2,0,1,0.5833,0,7,1,4.00,80,8,1,1,1
3519,24,2410,241002,24-354,354,0,13.395717,101.655459,2,2,3,3,3,60,1,1,0,1,0,19300,600000,16167,1,6,1,0,1,0,1,2,0,1,0.6250,2,7,1,12.00,100,2,1,0,1
3520,71,7107,710706,71-235,235,0,14.632977,098.572348,2,5,2,3,3,60,2,1,6,3,0,3838,0,4300,1,3,1,0,1,1,1,2,0,2,0.5833,7,7,1,1.00,54,4,0,1,0
3521,24,2410,241002,24-355,355,0,13.396412,101.668876,2,2,3,4,5,38,1,0,0,1,4,7200,20000,15833,1,5,1,1,1,1,1,2,0,1,0.5000,2,7,1,18.00,60,3,1,1,1
3522,24,2410,241002,24-356,356,0,13.397652,101.669364,2,3,3,3,3,66,1,1,0,2,0,27100,600000,14167,1,5,1,0,1,0,1,2,2,1,0.5833,2,7,1,12.00,72,3,1,0,1
3523,24,2410,241002,24-357,357,0,13.400061,101.669418,2,2,3,3,5,40,2,0,0,1,3,24700,300000,10000,1,4,0,0,1,0,1,2,2,1,0.5833,0,7,1,12.00,88,2,1,0,1
3524,71,7107,710706,71-236,236,0,14.639229,098.581139,2,4,1,4,3,26,2,0,2,2,4,10000,30000,9500,1,3,1,0,1,1,1,5,1,2,0.6667,5,7,1,0.01,86,0,0,0,0
3525,24,2410,241002,24-358,358,0,13.400735,101.669761,2,3,3,2,3,45,2,0,2,2,2,7000,20000,10833,1,5,1,1,1,1,1,2,1,2,0.5833,2,7,2,4.00,64,5,1,1,1
3526,71,7101,710103,71-076,76,0,14.006393,099.577219,2,0,1,2,6,38,1,0,0,0,2,19180,0,46000,1,0,0,0,1,0,1,2,0,1,0.5417,0,7,1,1.00,87,0,0,0,0
3527,24,2406,240602,24-116,116,0,13.801875,101.405125,2,2,3,3,3,55,1,0,0,0,3,8000,0,24167,1,4,0,0,1,0,1,2,0,1,0.5833,0,7,1,6.00,80,5,1,1,1
3528,71,7101,710103,71-044,44,0,14.029287,099.529370,2,0,1,5,4,45,1,0,0,2,5,26000,200000,45333,1,4,1,2,1,0,2,3,0,1,0.2500,7,7,2,0.50,49,0,0,0,0
3529,24,2406,240602,24-117,117,0,13.801665,101.404850,2,2,2,1,4,60,1,1,0,2,0,2700,0,8333,1,3,0,0,1,0,1,2,0,1,0.5417,0,7,1,4.00,70,3,1,1,0
3530,24,2410,241002,24-362,362,0,13.396706,101.639922,2,3,3,3,5,33,2,0,2,2,3,20200,600000,12500,1,6,1,1,1,0,1,2,3,2,0.6667,2,7,1,3.00,72,5,1,1,1
3531,24,2410,241001,24-314,314,0,13.527095,101.570851,2,3,1,5,3,56,2,0,0,2,5,34000,150000,20833,1,5,1,0,1,0,1,2,1,1,0.7500,0,7,3,3.00,86,0,0,0,0
3532,24,2406,240602,24-118,118,0,13.801995,101.404515,2,2,3,3,3,53,1,0,0,0,3,4500,0,20833,1,3,0,0,1,0,1,2,0,1,0.5833,0,7,1,4.00,78,7,1,1,1
3535,24,2410,241002,24-363,363,0,13.399411,101.641404,2,2,3,3,5,32,2,0,3,2,3,10500,20000,12500,1,5,1,1,1,1,1,2,2,1,0.6250,1,7,1,15.00,66,7,1,1,1
3536,24,2410,241001,24-315,315,0,13.526857,101.570448,2,2,1,3,4,40,2,0,1,1,3,16400,0,10000,1,4,1,0,1,0,1,2,2,1,0.6250,0,7,3,4.00,82,0,0,0,0
3537,24,2410,241002,24-364,364,0,13.405266,101.697705,2,3,3,3,6,44,2,0,0,2,3,12300,0,10833,1,4,1,0,1,0,1,2,2,1,0.5833,1,7,2,18.00,80,3,1,1,1
3538,24,2406,240602,24-119,119,0,13.802550,101.404515,2,2,3,3,4,49,1,0,0,2,3,23000,0,12500,1,4,0,0,1,0,1,2,3,1,0.6250,1,7,1,6.00,84,5,1,1,1
3539,24,2410,241001,24-316,316,0,13.525724,101.570046,2,3,3,3,4,49,1,0,2,2,3,8700,300000,15833,1,5,1,1,1,1,1,2,0,2,0.5833,0,7,1,2.00,82,3,1,1,1
3540,24,2406,240602,24-120,120,0,13.802099,101.385580,2,2,3,3,3,56,1,0,0,2,3,7200,0,15833,1,4,0,0,1,0,1,2,2,1,0.7083,0,7,1,5.00,86,7,1,1,1
3541,24,2410,241002,24-365,365,0,13.407537,101.693073,2,2,3,3,5,37,2,0,0,2,3,27300,60000,15000,1,4,0,0,1,0,1,2,1,1,0.5833,1,7,2,15.00,88,2,1,0,1
3542,24,2406,240602,24-121,121,0,13.802212,101.385779,2,3,2,3,4,52,1,0,0,0,3,6400,0,24167,1,3,0,0,1,0,1,2,0,1,0.6667,0,7,1,4.00,88,3,1,1,0
3543,24,2410,241002,24-366,366,0,13.406124,101.694058,2,1,3,2,3,63,2,1,0,2,0,8000,0,9167,1,5,1,0,1,0,1,2,1,1,0.5000,0,7,1,20.00,60,3,1,1,1
3544,24,2410,241001,24-317,317,0,13.525378,101.571034,2,3,3,3,4,45,1,0,2,2,3,11300,30000,15000,1,5,1,1,1,0,2,2,0,6,0.6250,1,7,1,0.05,82,5,1,1,1
3545,71,7101,710103,71-045,45,0,14.029437,099.528495,2,0,1,3,5,49,1,0,0,0,3,19400,0,45000,1,5,0,0,1,0,0,2,0,1,0.2500,7,7,1,1.00,52,0,0,0,0
3546,24,2406,240602,24-122,122,0,13.802600,101.384772,2,2,3,2,4,49,1,0,0,0,2,4700,0,12500,1,3,0,0,1,0,0,2,1,1,0.6250,0,7,1,6.00,80,7,1,1,1
3547,24,2410,241002,24-367,367,0,13.410394,101.699096,2,3,3,3,3,51,1,0,1,2,3,13200,30000,10833,1,5,1,1,1,0,1,2,0,1,0.5417,2,7,1,18.00,60,6,1,1,1
3548,24,2406,240602,24-123,123,0,13.802773,101.385322,2,3,3,4,5,38,1,0,0,2,4,5500,0,12500,1,3,0,0,1,0,1,2,0,1,0.5000,0,7,1,6.00,75,7,1,1,1
3549,24,2410,241001,24-318,318,0,13.527085,101.571759,2,3,3,4,4,52,1,0,1,1,4,6200,0,28333,1,5,1,0,1,0,1,2,0,2,0.5833,1,7,1,2.00,60,3,1,1,1
3553,24,2410,241002,24-368,368,0,13.393190,101.688548,2,3,3,4,3,68,1,1,0,2,0,9000,0,5000,1,5,1,0,1,0,1,2,0,2,0.5417,3,7,1,6.00,60,3,1,1,1
3554,71,7101,710103,71-046,46,0,14.000672,099.527156,2,0,1,5,7,41,1,0,0,2,5,17500,100000,30000,1,4,0,0,1,0,0,2,1,1,0.5833,0,7,1,1.00,48,0,0,0,0
3555,24,2406,240602,24-124,124,0,13.802533,101.385421,2,3,3,3,3,50,2,0,0,0,3,9700,0,13333,1,3,0,0,1,0,1,2,0,1,0.6250,0,7,1,5.00,59,7,1,1,1
3556,24,2410,241001,24-319,319,0,13.525432,101.573130,2,2,3,3,3,51,1,0,2,2,3,9700,20000,11667,1,5,1,1,1,1,1,2,1,6,0.6667,0,7,1,0.05,64,1,0,0,1
3557,71,7101,710103,71-047,47,0,14.029658,099.528267,2,0,1,2,7,49,1,0,0,1,2,10800,0,24000,1,0,0,0,1,0,0,2,0,1,0.2500,0,7,1,1.00,53,0,0,0,0
3558,24,2410,241002,24-369,369,0,13.393917,101.690072,2,3,3,4,5,45,1,0,3,2,4,17200,30000,12500,1,6,1,1,1,1,1,2,2,2,0.5833,1,7,1,4.00,82,1,0,0,1
3559,24,2406,240602,24-125,125,0,13.802551,101.385765,2,2,3,3,3,52,2,0,0,0,3,5000,0,27500,1,3,0,0,1,0,1,2,0,1,0.6250,1,7,1,3.00,72,6,1,1,1
3560,24,2410,241001,24-320,320,0,13.545964,101.572774,2,2,3,2,3,65,2,1,2,2,0,4200,0,12500,1,4,1,0,1,0,1,2,0,6,0.5000,1,7,1,0.05,60,5,1,1,1
3561,24,2410,241002,24-370,370,0,13.392586,101.690715,2,3,3,3,5,32,1,0,1,2,3,12500,40000,10000,1,4,1,1,1,1,1,2,0,1,0.4583,2,7,1,18.00,60,5,1,1,1
3562,71,7101,710103,71-048,48,0,14.018734,099.544903,2,0,1,4,4,52,1,0,2,3,4,22500,200000,283333,1,7,1,0,1,3,1,5,1,1,0.5833,4,7,1,1.00,64,0,0,0,0
3563,24,2406,240605,24-128,128,0,13.790314,101.836904,2,3,3,3,3,43,1,0,3,2,3,5200,0,13333,1,5,1,2,1,1,1,2,0,1,0.5833,2,7,2,12.00,62,5,1,1,1
3564,71,7101,710103,71-078,78,0,14.009900,099.566370,2,0,1,1,6,31,2,0,0,0,1,10300,25000,18500,1,4,0,0,1,1,0,2,0,4,0.7083,0,0,1,2.00,87,0,0,0,0
3565,24,2410,241002,24-371,371,0,13.392260,101.688515,2,3,3,4,5,39,2,0,3,1,4,7500,30000,14167,1,6,1,1,1,0,1,2,2,2,0.6250,2,7,1,5.00,76,3,1,1,1
3566,52,5208,520804,52-301,301,0,18.637847,099.375111,2,0,1,2,5,43,2,0,3,3,2,7500,40000,1667,1,5,1,1,1,2,1,2,2,2,0.6667,5,7,1,1.00,93,0,0,0,0
3567,71,7101,710103,71-049,49,0,14.030690,099.528667,2,0,1,3,5,46,2,0,1,2,3,10000,400000,16667,1,4,0,0,1,0,1,2,0,3,0.3750,0,7,1,1.00,47,0,0,0,0
3568,24,2410,241001,24-321,321,0,13.546232,101.573787,2,1,1,4,3,68,2,1,2,2,0,34300,700000,29167,1,6,1,1,1,1,1,2,0,2,0.6667,0,7,1,3.00,80,0,0,0,0
3569,24,2406,240605,24-129,129,0,13.791635,101.337281,2,3,3,3,3,52,1,0,2,2,3,8100,0,12500,1,3,1,1,1,0,1,2,1,1,0.6250,3,7,1,16.00,98,3,1,1,1
3570,24,2410,241002,24-372,372,0,13.321496,101.675294,2,3,3,2,4,47,2,0,2,2,2,7000,20000,13333,1,5,1,1,1,0,2,2,0,2,0.5833,1,7,1,5.00,69,3,1,1,1
3571,24,2410,241002,24-373,373,0,13.319958,101.673452,2,2,3,3,3,61,1,1,1,2,0,8900,20000,15000,1,6,1,1,1,0,1,2,0,2,0.5417,1,7,1,8.00,84,3,1,1,1
3572,71,7101,710103,71-050,50,0,14.014461,099.559738,2,0,1,2,7,26,2,0,0,2,2,12200,30000,22000,1,0,0,0,1,0,1,2,2,3,0.6250,0,7,1,1.00,75,0,0,0,0
3573,24,2406,240605,24-130,130,0,13.826344,101.334933,2,3,3,4,3,56,1,0,2,2,4,9400,30000,18333,1,4,1,1,2,0,2,2,2,1,0.6250,1,7,1,17.00,62,7,1,1,1
3574,24,2410,241001,24-322,322,0,13.546399,101.574367,2,3,3,4,3,62,2,1,0,2,0,9700,30000,25000,1,7,1,1,1,1,1,2,1,2,0.5417,1,7,2,2.00,70,1,0,0,1
3576,71,7101,710103,71-051,51,0,14.014058,099.559979,2,0,1,1,5,36,1,0,0,2,1,15800,20000,17000,1,0,0,0,1,0,1,2,3,1,0.4583,0,7,1,1.00,85,0,0,0,0
3577,24,2406,240605,24-131,131,0,13.802404,101.365997,2,2,3,3,4,56,1,0,0,2,3,15300,0,20833,1,4,0,0,1,0,1,2,2,1,0.5833,0,7,3,7.00,60,5,1,1,1
3578,24,2410,241001,24-323,323,0,13.547770,101.575321,2,2,3,3,3,58,1,0,1,1,3,8700,0,16667,1,6,1,1,1,0,2,2,1,2,0.4167,1,7,1,2.00,56,4,1,1,1
3579,24,2410,241002,24-374,374,0,13.323587,101.673831,2,3,2,4,4,45,1,0,2,2,4,8200,0,12500,1,5,1,1,1,0,1,2,2,2,0.5833,1,7,1,5.00,60,2,1,1,0
3580,52,5208,520804,52-305,305,0,17.626874,099.037501,2,26,1,4,5,26,1,0,3,4,4,11500,100000,9167,1,7,1,1,1,3,1,2,2,1,0.2500,4,7,1,1.00,97,0,0,0,0
3581,71,7101,710103,71-052,52,0,14.014169,099.561046,2,0,1,1,7,29,2,0,0,2,1,14100,42000,14167,1,0,0,0,1,0,1,2,3,1,0.4583,0,7,1,3.00,76,0,0,0,0
